0.34658,0.35044,0.34831
0.35844,0.34818,0.35231
0.35218,0.34485,0.35431
0.35324,0.35577,0.33979
0.35830,0.34738,0.35244
0.35977,0.34711,0.34378
0.34458,0.35604,0.34405
0.35058,0.34685,0.35178
0.35084,0.34845,0.35084
0.34312,0.34871,0.35098
0.34525,0.33912,0.33433
0.34525,0.34352,0.35684
0.34299,0.35777,0.36057
0.34112,0.34205,0.33792
0.34911,0.33433,0.34711
0.34938,0.35084,0.36243
0.34005,0.34299,0.35431
0.34179,0.34498,0.35631
0.36336,0.35551,0.34632
0.35617,0.35511,0.35830
0.35551,0.35084,0.34845
0.35324,0.34685,0.34099
0.34072,0.35457,0.33193
0.34671,0.35124,0.34725
0.34885,0.35018,0.34845
0.36043,0.34019,0.35284
0.34632,0.34472,0.35124
0.33899,0.35764,0.34925
0.35377,0.35284,0.33366
0.34392,0.34978,0.34711
0.34312,0.35577,0.35337
0.34725,0.35124,0.34698
0.34032,0.36203,0.33952
0.34858,0.34858,0.35031
0.35111,0.33633,0.35337
0.34925,0.34671,0.34392
0.35311,0.34898,0.35058
0.33792,0.34858,0.34805
0.35684,0.35604,0.35244
0.35377,0.34858,0.35564
0.35391,0.35750,0.35804
0.34418,0.34818,0.35710
0.35377,0.35684,0.34365
0.34392,0.36350,0.35271
0.33140,0.34858,0.34312
0.35204,0.34751,0.35777
0.34658,0.33473,0.34911
0.34658,0.34925,0.33539
0.34512,0.36097,0.35337
0.34818,0.34552,0.36003
0.36083,0.34458,0.34951
0.34405,0.34219,0.33659
0.34778,0.34578,0.34951
0.35244,0.34858,0.35218
0.34325,0.34618,0.34219
0.35457,0.34751,0.36043
0.34645,0.35151,0.34405
0.34299,0.34552,0.35750
0.33726,0.35164,0.36123
0.35684,0.34299,0.34059
0.34831,0.35817,0.34285
0.34352,0.34632,0.34445
0.35298,0.34259,0.35244
0.35417,0.34485,0.34671
0.35138,0.35071,0.35537
0.33926,0.35151,0.35138
0.34418,0.34338,0.34831
0.33939,0.34072,0.35031
0.34378,0.35151,0.34818
0.35164,0.35750,0.34512
0.34139,0.34645,0.34552
0.34911,0.34498,0.35484
0.34525,0.35151,0.35178
0.34498,0.34711,0.33952
0.35377,0.35084,0.35271
0.35417,0.34032,0.35351
0.34299,0.34605,0.35084
0.35337,0.35044,0.35218
0.35684,0.35044,0.35391
0.33726,0.34179,0.34299
0.33473,0.35471,0.34778
0.35417,0.36363,0.34951
0.35004,0.34392,0.34711
0.35311,0.33792,0.35804
0.35657,0.34219,0.36150
0.35151,0.35311,0.34512
0.33872,0.35058,0.34152
0.35591,0.35231,0.35351
0.35071,0.34698,0.34285
0.35138,0.33473,0.34911
0.35577,0.35191,0.35004
0.34498,0.34858,0.34552
0.34938,0.33473,0.35271
0.35244,0.34245,0.34565
0.35151,0.35924,0.35591
0.34925,0.35231,0.36456
0.34898,0.33752,0.35111
0.34698,0.34312,0.34658
0.35258,0.34925,0.36470
0.35431,0.35178,0.35644
0.33872,0.35231,0.35204
0.34538,0.35377,0.34418
0.33593,0.35644,0.34525
0.34645,0.34232,0.34232
0.34711,0.36043,0.35471
0.34312,0.35111,0.35191
0.35218,0.35697,0.33872
0.33779,0.33952,0.34698
0.34458,0.35657,0.34778
0.33286,0.34951,0.34925
0.33499,0.34711,0.35098
0.33899,0.35617,0.34498
0.35244,0.35337,0.35484
0.34805,0.35750,0.36057
0.34738,0.35977,0.34285
0.33606,0.35031,0.34032
0.34818,0.34765,0.34565
0.35391,0.34485,0.34538
0.35071,0.35258,0.34698
0.34725,0.35151,0.34299
0.35391,0.35484,0.34671
0.34392,0.34965,0.34818
0.36030,0.35564,0.34232
0.35244,0.36137,0.34818
0.34765,0.34472,0.36083
0.33672,0.35031,0.35591
0.35138,0.34538,0.35071
0.34658,0.35617,0.34485
0.33739,0.35298,0.34698
0.35218,0.36616,0.35231
0.34338,0.34791,0.35084
0.34192,0.35324,0.34938
0.34725,0.35004,0.33899
0.34285,0.35524,0.35617
0.35710,0.34525,0.34965
0.34632,0.34738,0.36416
0.34605,0.35258,0.34685
0.33646,0.35084,0.34072
0.35444,0.36443,0.35298
0.35191,0.36083,0.35031
0.34685,0.35617,0.34365
0.34618,0.34751,0.34285
0.35044,0.35191,0.33353
0.34605,0.35258,0.35750
0.35018,0.36110,0.33872
0.35178,0.34325,0.34632
0.34045,0.35138,0.34765
0.33419,0.35777,0.34805
0.35258,0.34378,0.34831
0.34938,0.33792,0.34845
0.35551,0.34805,0.35457
0.33659,0.35084,0.33726
0.34978,0.35364,0.34259
0.34032,0.35444,0.34378
0.34392,0.35950,0.34205
0.34725,0.34299,0.33939
0.33886,0.34951,0.35138
0.34725,0.35337,0.34152
0.34232,0.34299,0.35737
0.35271,0.35031,0.34605
0.34472,0.35204,0.35218
0.34725,0.35231,0.34325
0.34738,0.35351,0.33499
0.34259,0.34818,0.33952
0.34685,0.35298,0.35697
0.35377,0.35284,0.35058
0.35444,0.35191,0.35657
0.34831,0.35044,0.34871
0.36190,0.34565,0.34858
0.35324,0.34738,0.34911
0.36163,0.33819,0.34472
0.35404,0.34725,0.35164
0.35484,0.33699,0.35830
0.34991,0.34605,0.35950
0.35244,0.34858,0.35564
0.33619,0.33606,0.35164
0.34951,0.34498,0.33566
0.34618,0.34592,0.34578
0.34618,0.35218,0.33832
0.34565,0.34751,0.34219
0.34938,0.34632,0.36043
0.34911,0.35404,0.34205
0.34592,0.34765,0.33952
0.35231,0.35271,0.34765
0.35284,0.34711,0.35537
0.34978,0.36043,0.35084
0.35790,0.34245,0.34325
0.34392,0.34205,0.35178
0.34938,0.35497,0.35457
0.35417,0.35178,0.34951
0.34165,0.33952,0.35191
0.34219,0.34898,0.34951
0.34005,0.35857,0.34645
0.35311,0.34458,0.34152
0.34978,0.34085,0.34552
0.34845,0.34898,0.35790
0.35950,0.34751,0.35071
0.34765,0.34525,0.34778
0.33712,0.34805,0.34725
0.34032,0.34711,0.34472
0.34219,0.35191,0.34871
0.35218,0.35164,0.34925
0.35924,0.34991,0.34671
0.34125,0.36123,0.35284
0.36297,0.34525,0.33939
0.34645,0.34552,0.34365
0.34378,0.36163,0.35084
0.34991,0.34951,0.35244
0.36083,0.34232,0.35537
0.35031,0.34871,0.34711
0.34125,0.36070,0.35631
0.35484,0.35604,0.34698
0.35551,0.35497,0.34445
0.35018,0.35271,0.35924
0.34552,0.33966,0.34472
0.35377,0.34951,0.35058
0.33712,0.34618,0.35364
0.35764,0.35271,0.33593
0.35431,0.35351,0.33912
0.34112,0.34445,0.34352
0.34125,0.35151,0.35857
0.34498,0.35138,0.34418
0.35284,0.34951,0.35790
0.35577,0.35284,0.34738
0.34352,0.33886,0.34898
0.34818,0.34458,0.34005
0.35444,0.34365,0.35044
0.33166,0.34858,0.35071
0.34565,0.36150,0.34365
0.34978,0.35204,0.33886
0.35284,0.33579,0.35404
0.35298,0.35084,0.34765
0.35537,0.34978,0.34498
0.35564,0.34845,0.34512
0.35937,0.35391,0.33886
0.36017,0.34592,0.35124
0.34991,0.35004,0.34965
0.34312,0.34885,0.33672
0.34472,0.35377,0.34045
0.35244,0.35684,0.34285
0.34858,0.34938,0.34099
0.35044,0.34831,0.35298
0.36003,0.34312,0.35457
0.34645,0.35164,0.35551
0.34791,0.35817,0.34458
0.34978,0.34951,0.34192
0.34765,0.34179,0.34751
0.35670,0.35351,0.34538
0.36363,0.35457,0.34152
0.34618,0.34139,0.34898
0.34205,0.36003,0.33992
0.35098,0.35377,0.35497
0.34498,0.35631,0.35004
0.34245,0.34179,0.35058
0.34152,0.34671,0.34658
0.34299,0.34045,0.33806
0.34871,0.34299,0.34232
0.34565,0.34352,0.34845
0.34125,0.34179,0.35124
0.34805,0.34338,0.35071
0.35111,0.35764,0.35391
0.35431,0.35364,0.35058
0.34192,0.34898,0.35684
0.35830,0.35124,0.36110
0.34152,0.34831,0.33633
0.34978,0.34658,0.34378
0.35617,0.35178,0.34272
0.35617,0.34552,0.34432
0.34072,0.35058,0.35218
0.35644,0.35324,0.35417
0.35324,0.33619,0.34219
0.33819,0.34765,0.34525
0.33739,0.35071,0.35098
0.35364,0.36376,0.34725
0.35670,0.34951,0.34232
0.34858,0.35804,0.35657
0.35258,0.34512,0.34285
0.35790,0.35311,0.34898
0.35684,0.35218,0.35804
0.34552,0.35271,0.35684
0.34152,0.35337,0.35138
0.35138,0.34472,0.34059
0.35391,0.34938,0.35684
0.35084,0.34938,0.34925
0.33819,0.34538,0.34099
0.35151,0.35258,0.34925
0.35684,0.34738,0.34179
0.35298,0.35391,0.35138
0.35391,0.34725,0.35564
0.35937,0.34671,0.35271
0.36163,0.34392,0.34045
0.34645,0.34925,0.36217
0.34725,0.34725,0.35231
0.35178,0.34831,0.34871
0.34765,0.34818,0.34911
0.34512,0.34059,0.34632
0.34059,0.34951,0.34512
0.35284,0.35058,0.35258
0.34831,0.34778,0.34711
0.34578,0.34738,0.35258
0.34632,0.34205,0.34259
0.34751,0.34458,0.34871
0.34032,0.35271,0.35231
0.34205,0.35337,0.33846
0.35204,0.34965,0.34365
0.34232,0.35111,0.33926
0.35018,0.34472,0.34725
0.35817,0.34272,0.35124
0.34738,0.35204,0.34232
0.34738,0.34472,0.35564
0.36190,0.34272,0.34805
0.34831,0.35164,0.35404
0.35777,0.35058,0.35311
0.35777,0.35178,0.34698
0.34165,0.34978,0.35058
0.36110,0.34418,0.34272
0.35937,0.34299,0.34219
0.34072,0.35084,0.35351
0.34938,0.35657,0.35377
0.34019,0.35124,0.34805
0.35457,0.34312,0.34778
0.34112,0.34072,0.35164
0.34991,0.34552,0.35298
0.35697,0.35431,0.34725
0.35191,0.34299,0.35178
0.35724,0.35058,0.35617
0.34831,0.34325,0.36043
0.33792,0.35018,0.35151
0.35124,0.35391,0.33926
0.34618,0.34805,0.34711
0.35737,0.34978,0.34192
0.35258,0.35324,0.33126
0.35497,0.35750,0.33712
0.34578,0.35204,0.35058
0.35191,0.34671,0.34059
0.34632,0.35284,0.34312
0.35910,0.34671,0.34578
0.34418,0.35258,0.34272
0.34312,0.35471,0.35031
0.35870,0.35164,0.34179
0.35364,0.35724,0.33806
0.36203,0.34698,0.33646
0.34978,0.34472,0.36190
0.34911,0.34378,0.35004
0.34325,0.34738,0.34818
0.34232,0.34978,0.35764
0.34965,0.35471,0.34885
0.35004,0.35178,0.34951
0.34179,0.34152,0.34458
0.35311,0.34352,0.35191
0.34578,0.35591,0.35244
0.34898,0.34525,0.34458
0.35351,0.34485,0.34552
0.35857,0.35910,0.34738
0.35977,0.34352,0.33979
0.34445,0.35444,0.34791
0.35737,0.34991,0.34179
0.33886,0.34911,0.35138
0.35857,0.34885,0.34552
0.34978,0.34845,0.33566
0.34165,0.35391,0.35790
0.34338,0.34805,0.35511
0.34139,0.35670,0.34578
0.33712,0.34778,0.34871
0.34871,0.35444,0.34245
0.34378,0.34951,0.34125
0.34645,0.35111,0.34192
0.34245,0.35497,0.34911
0.35364,0.35324,0.33952
0.35924,0.34432,0.34845
0.34578,0.35697,0.35777
0.34085,0.34019,0.34445
0.33726,0.34618,0.34538
0.34925,0.35964,0.34898
0.34378,0.35391,0.36003
0.34765,0.35391,0.35724
0.34951,0.34618,0.35018
0.34711,0.35258,0.35631
0.34365,0.35204,0.34272
0.35031,0.35058,0.35537
0.34765,0.34472,0.34791
0.36057,0.34485,0.34911
0.34445,0.34898,0.34831
0.34552,0.34605,0.34179
0.33686,0.35817,0.35524
0.34978,0.34978,0.34139
0.36057,0.35231,0.34725
0.35164,0.35084,0.35138
0.36030,0.35311,0.34765
0.35218,0.35391,0.34498
0.34485,0.34938,0.36137
0.34498,0.35910,0.35124
0.34378,0.34525,0.34418
0.34592,0.34552,0.35737
0.34365,0.35551,0.35391
0.34232,0.34565,0.36097
0.35644,0.36083,0.34938
0.34325,0.34978,0.34725
0.33872,0.35710,0.34352
0.34458,0.35351,0.34485
0.34978,0.36150,0.35377
0.35724,0.34259,0.34458
0.34965,0.34565,0.34392
0.35191,0.35844,0.34472
0.34991,0.36177,0.35910
0.35138,0.36163,0.33672
0.35564,0.34765,0.34578
0.34219,0.33766,0.35511
0.34711,0.35071,0.35657
0.34552,0.34045,0.35284
0.33260,0.35990,0.35311
0.35404,0.35071,0.35084
0.34658,0.35337,0.36323
0.34072,0.34512,0.35231
0.34378,0.34632,0.34232
0.34991,0.35178,0.35417
0.34618,0.34951,0.34685
0.34818,0.36230,0.36017
0.35551,0.33979,0.33739
0.33739,0.35564,0.34911
0.35417,0.35697,0.35151
0.35897,0.34552,0.34791
0.35284,0.35484,0.35018
0.34871,0.33686,0.35537
0.34685,0.35457,0.35617
0.35324,0.35031,0.33699
0.36083,0.34565,0.35497
0.33406,0.34885,0.33686
0.34645,0.35004,0.34219
0.34632,0.34059,0.35244
0.35284,0.35018,0.34925
0.34951,0.35204,0.34778
0.35018,0.36003,0.35337
0.35298,0.34671,0.34458
0.33846,0.35364,0.35031
0.35684,0.35897,0.34352
0.35377,0.34938,0.35844
0.33846,0.35404,0.34991
0.35231,0.35191,0.36083
0.35298,0.35204,0.35431
0.33633,0.35697,0.34725
0.34805,0.34565,0.33819
0.34045,0.34871,0.35258
0.34778,0.35311,0.34965
0.34232,0.34299,0.35204
0.34259,0.35218,0.35084
0.33939,0.33912,0.35138
0.34272,0.35497,0.34671
0.35644,0.35377,0.33393
0.34605,0.33819,0.34725
0.36297,0.35071,0.35084
0.34019,0.35591,0.34991
0.33339,0.35124,0.35098
0.35910,0.34765,0.34685
0.34778,0.35391,0.34538
0.35817,0.34219,0.35657
0.33992,0.34685,0.34632
0.35750,0.34898,0.34205
0.35377,0.35857,0.34778
0.35617,0.35591,0.35258
0.35604,0.35111,0.35764
0.34925,0.35298,0.35084
0.35284,0.34112,0.36110
0.35484,0.34751,0.34245
0.35591,0.33752,0.34711
0.35004,0.35551,0.35031
0.34192,0.33686,0.34991
0.35684,0.35191,0.33459
0.35497,0.34165,0.35684
0.35071,0.35577,0.33886
0.34845,0.35551,0.35244
0.34525,0.35564,0.35684
0.35124,0.34192,0.35084
0.33779,0.35271,0.34392
0.34685,0.34272,0.34951
0.34418,0.34845,0.34618
0.35377,0.34445,0.35537
0.34272,0.34711,0.34818
0.35750,0.34658,0.35857
0.33699,0.34965,0.34578
0.34285,0.35324,0.34805
0.35737,0.35351,0.35537
0.34831,0.34618,0.34711
0.34605,0.35031,0.34938
0.34685,0.33899,0.34498
0.34498,0.35391,0.34671
0.34432,0.34871,0.35098
0.35258,0.35657,0.33939
0.34578,0.35018,0.33886
0.34725,0.34805,0.34552
0.34512,0.35444,0.34432
0.33992,0.34618,0.34632
0.36070,0.35004,0.35444
0.34645,0.36003,0.34765
0.35284,0.35138,0.35004
0.35404,0.34219,0.34991
0.35204,0.35670,0.34778
0.35124,0.35178,0.34791
0.34352,0.34232,0.33832
0.36923,0.35018,0.35178
0.34418,0.35178,0.35071
0.35311,0.33739,0.35670
0.34818,0.34685,0.34765
0.34671,0.34685,0.33513
0.34658,0.33686,0.34592
0.33886,0.35258,0.35377
0.34698,0.33979,0.35484
0.35777,0.34498,0.34512
0.34751,0.34285,0.34525
0.35351,0.35098,0.35337
0.35364,0.34392,0.34072
0.34658,0.36057,0.35071
0.33473,0.35098,0.35138
0.34458,0.35098,0.35484
0.34125,0.34232,0.34418
0.34965,0.34259,0.34445
0.35484,0.34072,0.35604
0.35084,0.35924,0.35031
0.34831,0.35271,0.36017
0.34778,0.34525,0.35764
0.35377,0.35391,0.34099
0.35284,0.33513,0.36630
0.35444,0.34392,0.34738
0.34978,0.33633,0.35351
0.34312,0.35924,0.34818
0.34632,0.34352,0.35471
0.34445,0.33672,0.34711
0.34285,0.35737,0.34285
0.34498,0.34099,0.34525
0.36123,0.34898,0.35311
0.35644,0.34325,0.34645
0.35511,0.35990,0.35191
0.35710,0.34671,0.34125
0.34272,0.35018,0.35857
0.34485,0.34818,0.34991
0.34698,0.34965,0.34325
0.34259,0.35111,0.34711
0.34205,0.35617,0.35031
0.35790,0.35737,0.35191
0.35337,0.34045,0.35071
0.34352,0.34818,0.35391
0.34778,0.34338,0.34019
0.35258,0.33633,0.35044
0.34179,0.34938,0.35204
0.35604,0.33646,0.35258
0.34738,0.34418,0.34698
0.33832,0.34085,0.35111
0.35631,0.34578,0.35018
0.35284,0.34725,0.34605
0.35710,0.34818,0.35364
0.35964,0.34978,0.34618
0.34698,0.34711,0.35710
0.36590,0.33939,0.35084
0.35511,0.35591,0.35084
0.34925,0.34632,0.34978
0.34538,0.35071,0.35178
0.34618,0.34911,0.35231
0.34272,0.34498,0.34259
0.36017,0.35391,0.34085
0.35910,0.34978,0.33486
0.34085,0.35830,0.34578
0.35271,0.35484,0.35098
0.36043,0.36083,0.34911
0.34645,0.35897,0.35844
0.35364,0.34951,0.34272
0.35004,0.35777,0.33752
0.34418,0.34925,0.35324
0.35804,0.34205,0.35018
0.36003,0.35084,0.35098
0.34085,0.34965,0.35457
0.35084,0.33992,0.35191
0.36430,0.34685,0.34592
0.34325,0.34978,0.34751
0.34032,0.35018,0.34698
0.34898,0.34645,0.35670
0.34711,0.34418,0.35164
0.34831,0.35657,0.33779
0.34125,0.34538,0.35324
0.34978,0.35804,0.34405
0.34871,0.34911,0.34818
0.35351,0.33939,0.34179
0.34951,0.34805,0.34725
0.34272,0.34725,0.34445
0.34751,0.33526,0.35417
0.34192,0.35364,0.34085
0.34925,0.33619,0.34125
0.34725,0.34845,0.34711
0.34565,0.35657,0.35271
0.34925,0.34325,0.35044
0.35977,0.34245,0.34885
0.34072,0.34578,0.34778
0.35830,0.35710,0.33779
0.34791,0.34338,0.35377
0.33566,0.34392,0.34685
0.34592,0.34725,0.34951
0.34245,0.33766,0.34805
0.34205,0.34911,0.34458
0.35524,0.34885,0.35084
0.33393,0.34338,0.34525
0.35457,0.34925,0.34658
0.34352,0.34512,0.34818
0.35364,0.35391,0.35138
0.34352,0.34831,0.34592
0.34818,0.34152,0.35084
0.34485,0.34512,0.34325
0.35337,0.34618,0.34512
0.34845,0.35910,0.35298
0.35604,0.34778,0.34605
0.35031,0.34219,0.35990
0.33712,0.35124,0.35497
0.34312,0.33846,0.34818
0.35031,0.34645,0.34965
0.34965,0.33712,0.34565
0.33952,0.34365,0.35670
0.34392,0.36390,0.34632
0.33459,0.34711,0.33606
0.35324,0.34725,0.34858
0.34871,0.34791,0.33406
0.35298,0.34778,0.35710
0.34485,0.35178,0.35031
0.35084,0.33606,0.34365
0.34751,0.34259,0.34711
0.35151,0.34552,0.34219
0.34765,0.35511,0.34898
0.35577,0.34765,0.34378
0.34112,0.35218,0.33273
0.35564,0.35724,0.34698
0.35031,0.34898,0.34818
0.35830,0.34418,0.34578
0.35444,0.34831,0.35617
0.35724,0.35124,0.34751
0.35604,0.34338,0.34778
0.34831,0.35324,0.35191
0.35231,0.34965,0.34978
0.35244,0.35191,0.34418
0.34911,0.34965,0.35457
0.34192,0.34125,0.36177
0.35737,0.34219,0.35191
0.35844,0.35071,0.33952
0.34578,0.36283,0.34538
0.34458,0.34165,0.34831
0.35191,0.35111,0.35697
0.35551,0.34805,0.34925
0.34911,0.35324,0.33966
0.34965,0.34525,0.35337
0.35298,0.34472,0.35670
0.35391,0.35124,0.33939
0.35591,0.34991,0.35404
0.35138,0.35018,0.34898
0.35524,0.35191,0.33593
0.35284,0.35537,0.34751
0.35857,0.35337,0.35471
0.34565,0.34472,0.34458
0.34538,0.34978,0.35191
0.35084,0.34618,0.35684
0.34725,0.34738,0.35604
0.34938,0.34738,0.35684
0.34072,0.34885,0.34818
0.34525,0.35004,0.34112
0.35138,0.34991,0.35004
0.33886,0.34605,0.34418
0.34365,0.35417,0.35298
0.34925,0.34671,0.36177
0.34418,0.34831,0.34152
0.34072,0.34885,0.35551
0.35004,0.34725,0.35417
0.35178,0.36190,0.34951
